Type,Name,Age,Breed1,Breed2,Gender,Color1,Color2,Color3,MaturitySize,FurLength,Vaccinated,Dewormed,Sterilized,Health,Quantity,Fee,State,VideoAmt,PhotoAmt
2,Belang N Belang,2,266,0,1,1,7,0,1,1,3,1,3,1,2,0,41326,0,1
2,2 Lil Belang,2,266,0,1,1,7,0,1,1,3,1,3,1,2,0,41326,0,1
2,3 Stooges,3,265,0,1,1,5,7,2,2,3,1,3,1,3,0,41326,0,1
1,,3,178,307,2,3,0,0,2,2,3,3,3,1,1,0,41326,0,2
1,Tiger,14,307,0,1,4,0,0,3,2,1,1,2,1,1,40,41401,0,4
1,Louie,10,141,307,1,1,0,0,3,2,1,1,2,1,1,0,41326,0,4
2,Basty,5,266,0,1,3,5,7,2,1,3,3,3,1,1,0,41326,0,2
1,Yumi & Bark,3,307,307,3,1,7,0,2,1,2,2,2,1,2,0,41326,0,1
1,Puppy 1,2,307,0,2,2,0,0,2,1,1,1,2,1,1,0,41336,0,9
1,Puppy,2,307,0,2,1,2,0,2,1,1,1,2,1,1,0,41336,0,3
1,Whity,5,307,0,1,5,7,0,2,1,1,1,2,1,1,0,41336,0,1
2,Tabby,3,266,0,1,1,6,7,1,1,1,1,2,1,1,0,41336,0,1
2,Hitam Manis,12,266,0,1,1,7,0,2,1,1,1,1,1,1,0,41336,0,3
2,Tricolour,3,266,0,2,1,4,7,1,1,1,1,2,1,1,0,41336,0,2
2,Daisy,3,266,0,2,1,4,7,1,1,1,1,1,1,1,0,41336,0,3
2,2 Kittens,4,266,0,1,1,2,6,1,1,1,1,2,1,2,0,41336,0,3
1,Puppy 2,2,307,0,2,2,0,0,2,1,1,1,2,1,1,0,41336,0,1
2,Luna,6,266,0,2,1,7,0,2,1,1,1,1,1,1,0,41336,0,4
1,Ah Teng,11,307,0,2,1,7,0,2,1,1,1,1,1,1,0,41336,0,3
2,Kitty,11,266,0,2,1,6,0,1,1,1,1,1,1,1,0,41336,0,3
2,Tiger,4,264,0,2,1,4,7,3,3,1,1,2,1,1,0,41326,0,4
2,K-Clan,2,266,0,3,1,2,6,3,1,2,2,2,1,4,0,41326,0,11
2,PokPok,4,266,0,2,1,0,0,2,1,1,1,2,1,1,0,41326,0,4
2,Gumball And Siblings,2,266,0,3,1,7,0,3,1,1,1,2,1,4,0,41326,0,6
2,BooBoo,4,264,0,2,6,0,0,3,3,1,1,2,1,1,0,41326,0,4
2,The Z-Clan,7,266,0,3,1,7,0,3,1,1,1,1,1,3,0,41326,0,11
2,Oren,7,265,0,1,3,0,0,3,2,1,1,1,1,1,0,41326,0,2
2,M-Clan,12,266,0,3,1,7,0,2,1,1,1,3,1,4,0,41326,0,2
2,Jerry,1,299,0,1,2,7,0,1,2,2,2,1,1,1,0,41332,0,1
1,Mongrel Pups,2,307,0,3,2,7,0,2,1,2,1,2,1,5,0,41327,0,2
2,Young Female Cat,9,266,0,2,1,2,6,1,1,1,1,1,1,1,5,41401,0,6
2,Chaster,5,266,292,1,2,7,0,1,1,2,2,2,1,1,0,41326,0,4
2,Chino,36,264,0,1,4,5,0,3,3,1,1,1,1,1,0,41326,0,3
2,Chevy,24,266,0,2,4,6,7,2,1,1,1,1,1,1,0,41326,0,3
2,Capu,60,264,0,1,4,5,0,3,3,1,1,1,2,1,0,41326,0,5
2,Choki,9,266,0,1,1,7,0,3,1,1,2,2,1,1,0,41326,0,4
2,Chiko,48,266,292,1,1,2,5,3,1,1,2,1,1,1,0,41326,0,3
2,Holly & Hope,2,266,0,2,1,5,7,2,1,2,2,2,1,2,0,41326,0,4
2,Chalk And Camo,6,266,0,2,1,3,7,2,1,2,2,2,1,2,0,41326,0,5
2,Smokey,8,266,0,1,6,0,0,3,1,2,1,2,1,1,0,41326,0,7
1,Car Wash,6,307,0,1,2,0,0,2,1,2,2,2,1,1,0,41326,0,2
1,New Babies,2,307,0,3,1,5,7,2,1,2,2,2,1,6,0,41326,0,6
1,Fullmoon,60,307,307,1,2,0,0,2,2,3,3,3,1,1,1,41326,0,2
2,Car,2,265,0,2,6,7,0,2,2,3,3,3,1,1,0,41326,0,2
1,Smart,6,307,0,1,1,2,7,2,2,3,3,3,1,1,0,41326,0,2
2,Cross Road,2,265,0,2,6,7,0,2,2,3,1,2,1,1,0,41326,0,4
2,Alone,1,266,0,1,1,7,0,1,1,2,2,2,1,1,0,41326,0,2
1,Puppies,1,307,307,3,1,2,7,2,1,2,2,2,1,6,0,41326,0,4
1,3 Puppies,3,307,0,3,2,5,7,2,1,2,2,2,1,3,0,41326,0,2
1,White White,1,307,0,3,5,7,0,2,1,2,2,2,1,2,0,41326,0,1
2,Xendra & Family,8,265,0,3,1,5,7,2,2,2,2,2,2,6,0,41326,0,5
2,Cloudy,18,266,0,1,7,0,0,2,1,3,3,2,1,1,0,41401,0,2
2,,1,265,0,3,4,5,7,2,1,2,2,2,1,3,0,41326,0,2
2,,2,266,265,3,2,4,7,2,2,2,2,2,1,4,0,41326,0,3
2,Short Tail Brown Kitten,1,266,0,1,2,0,0,1,2,2,2,2,1,1,0,41326,0,5
2,,1,265,266,3,2,0,0,1,2,2,2,2,1,2,0,41326,0,6
2,Tiger,1,265,0,1,1,4,7,1,2,2,2,2,1,1,0,41326,0,5
2,,1,265,264,3,3,6,0,1,2,2,2,2,1,3,0,41326,0,3
2,,1,265,264,2,1,7,0,2,2,2,2,2,1,1,0,41326,0,4
2,,3,266,0,3,2,7,0,2,1,2,2,2,1,3,0,41326,0,2
2,,1,265,265,3,2,4,5,2,2,2,2,2,1,2,0,41326,0,5
2,Bubu,7,265,0,1,1,4,7,2,2,2,1,2,1,1,0,41326,0,5
2,"Lalat, Oggy, Ako,Hataro",12,266,0,3,2,4,0,2,1,2,1,2,1,4,0,41326,0,2
2,Jay Jay,30,266,0,1,5,0,0,2,1,2,1,2,1,1,0,41326,0,1
2,Yaya,4,265,265,2,1,0,0,2,2,2,1,2,1,1,0,41326,0,2
2,Fifi & Upin,6,266,266,3,4,0,0,2,1,2,1,3,1,2,0,41326,0,2
2,CHACHA,3,265,0,2,4,0,0,2,2,2,2,2,1,1,0,41326,0,2
2,,1,266,0,2,6,7,0,1,1,1,1,2,1,1,0,41326,0,5
2,,1,266,0,2,1,4,5,1,1,1,1,2,1,1,0,41326,0,3
2,,1,266,0,1,4,0,0,1,1,1,1,2,1,1,0,41326,0,3
1,Bobbie,2,307,0,2,1,2,0,2,2,1,1,2,1,1,0,41401,0,8
2,Vanilla,0,265,0,2,1,2,5,1,2,2,1,2,1,1,0,41401,0,11
2,Cotton,1,266,0,1,1,7,0,1,1,2,1,2,1,1,0,41401,0,6
1,Powerpuff Girls,2,307,0,2,1,2,0,1,2,2,1,3,1,3,0,41401,0,9
1,FIFI,2,307,0,2,1,2,0,1,1,2,1,2,1,1,0,41401,0,3
1,Macho,2,307,0,1,2,0,0,1,2,2,2,2,1,1,0,41401,0,1
2,BILLO,2,264,0,2,1,2,7,2,3,1,1,2,1,1,0,41401,1,21
2,Sally,6,285,0,2,1,5,7,3,3,2,2,2,1,1,0,41367,0,5
2,Ratna Dewi,26,248,285,2,1,6,7,2,3,1,1,2,1,1,0,41367,0,12
2,Kaka,27,271,285,1,2,5,7,3,3,1,1,2,1,1,0,41367,0,2
2,Mikael,6,248,285,1,2,5,7,3,3,2,1,2,1,1,500,41367,0,5
2,Mona,26,248,285,2,2,5,7,2,3,1,1,2,1,1,0,41367,0,12
2,Minnie,19,248,285,2,2,5,7,2,3,1,1,2,1,1,0,41367,0,10
1,,60,307,0,1,7,0,0,2,2,3,3,3,1,1,0,41327,0,2
1,Ivy Mixed Lab,2,307,0,2,5,0,0,2,1,1,1,2,1,1,0,41327,0,4
1,,3,307,0,3,2,7,0,2,2,2,2,2,1,3,0,41327,0,4
1,Blue,8,307,0,1,5,0,0,2,1,3,3,2,1,1,0,41327,0,2
1,,8,307,0,3,1,2,0,2,1,1,1,2,1,4,0,41327,1,4
1,Temple Puppies In Penang,3,307,0,2,1,2,0,2,1,2,2,2,1,2,0,41327,0,1
1,,5,307,0,2,1,2,6,1,2,1,1,2,1,2,0,41327,0,2
2,,5,266,0,3,6,7,0,2,1,2,2,2,1,2,0,41327,0,2
2,Mowgly,3,299,0,1,7,0,0,2,1,2,2,2,1,1,0,41326,0,4
1,Happy,12,307,0,1,1,0,0,2,1,1,1,1,1,1,0,41326,0,2
1,Sandy,60,307,0,2,7,0,0,2,1,1,1,1,1,1,0,41330,0,4
1,Gredith,12,119,307,2,3,7,0,2,2,1,1,1,2,1,0,41330,0,5
2,6 Kittens For Adoption,1,266,0,3,1,2,6,1,1,2,2,2,1,6,30,41401,0,1
2,Oreo,3,266,0,1,1,7,0,2,1,1,1,2,1,1,0,41327,0,7
2,Si Belang...,4,265,0,1,1,2,5,2,2,2,2,2,2,1,10,41327,0,7
2,Truffle,2,266,0,1,2,5,7,2,1,2,2,2,1,1,20,41327,0,3
2,Coco,2,266,0,1,2,0,0,2,1,2,1,2,1,1,0,41327,0,2
2,Daisy& Belang,2,266,0,3,2,4,5,1,1,2,1,2,1,2,24,41327,0,9
2,Milo,2,266,0,1,1,2,5,2,1,2,1,2,1,1,0,41327,0,3
2,Mocca,2,288,266,1,2,7,0,1,2,2,2,2,1,1,0,41401,0,3
2,Momo,1,266,0,2,1,6,7,2,1,2,2,2,1,1,0,41401,0,2
2,Tracy,5,266,0,1,7,0,0,2,1,2,2,2,1,1,0,41401,0,5
2,"Milo, Missy & Boboi",6,265,0,3,4,6,7,2,2,1,1,2,1,3,80,41326,0,2
2,A Mom & Her 2 Kitten,12,266,0,3,2,6,7,2,1,3,1,2,1,3,0,41326,0,3
2,Chiko,2,285,265,1,1,0,0,3,2,2,2,2,1,1,250,41401,0,6
2,Snowy,36,285,265,2,7,0,0,3,2,1,1,2,1,1,600,41401,0,5
1,,3,307,307,3,1,2,6,2,2,2,2,2,1,6,0,41401,0,2
1,Cute Puppy Needs Home,2,307,0,1,1,0,0,2,1,2,2,2,1,1,0,41326,0,2
2,No Name,2,285,266,2,1,7,0,2,2,2,2,2,1,1,0,41332,0,1
2,Meow,3,265,265,2,2,6,0,1,2,2,2,2,1,2,0,41336,0,4
1,Rocky /Kiba,84,189,307,1,1,2,0,3,1,1,1,1,1,2,0,41326,0,6
2,Goldie,2,266,0,1,3,7,0,2,2,2,2,2,1,1,0,41326,0,2
2,Bulat,3,266,0,2,1,6,7,2,1,2,1,2,1,1,0,41326,0,1
2,Putih Kuning,2,266,0,2,7,0,0,2,1,2,2,2,1,2,0,41326,0,2
2,Brownie,6,266,0,1,2,7,0,2,2,2,1,2,1,1,0,41326,0,3
2,,1,266,0,3,1,4,5,2,2,2,2,2,1,2,0,41326,0,3
1,3 Big Boned Rescued Puppies,1,307,0,2,2,7,0,3,1,1,1,2,1,3,0,41326,0,3
1,Doberman Mix Pup,3,78,307,2,1,2,0,3,2,1,1,2,1,1,0,41326,0,3
1,Sheba,2,152,307,2,1,2,0,1,2,2,1,2,1,1,55,41326,0,5
2,The Three Brothers,3,247,265,1,1,2,6,1,2,2,2,2,1,3,0,41326,0,1
2,Whitey Blue Eyes Family (3),12,304,0,3,7,0,0,2,2,2,1,1,1,3,0,41326,0,5
2,Chimmy,17,250,0,1,1,0,0,1,1,1,1,1,1,1,0,41401,0,5
1,Bootsy,5,307,0,2,1,2,0,2,1,1,1,2,1,1,0,41324,0,0
2,,12,264,0,3,2,6,7,3,3,2,1,2,1,5,50,41326,0,1
1,Puppies And Their Mum,4,307,0,3,1,2,7,2,2,3,3,3,2,3,0,41326,0,5
1,No Name,2,307,0,2,2,0,0,2,2,2,2,2,1,1,0,41326,0,2
1,Small Young Puppy,2,307,0,2,2,0,0,2,1,2,2,2,1,1,0,41326,0,1
1,Strays,4,307,0,3,2,0,0,2,2,2,2,2,2,5,0,41326,0,5
1,Old Strays,96,307,0,3,1,2,7,2,2,2,2,2,2,3,0,41326,0,5
1,No Name Yet,4,307,0,2,2,7,0,1,1,3,3,3,1,1,0,41326,0,3
1,Group Of Young Strays,1,187,307,3,1,2,7,2,2,3,3,2,1,4,0,41326,0,3
1,"Abandoned, No Name",12,307,307,1,3,4,7,2,2,3,3,3,1,1,0,41326,1,8
1,,3,195,218,2,1,0,0,2,2,2,2,2,1,1,90,41324,0,1
1,Brownie,60,205,0,1,5,0,0,1,3,1,1,2,1,1,0,41324,0,1
1,Terry (i Myself To Name It),12,175,307,1,4,0,0,3,3,2,2,2,1,1,90,41324,0,1
1,Fatty Pups,2,307,0,3,1,2,0,2,2,1,1,2,1,3,0,41324,0,6
1,QQ,2,307,0,2,5,0,0,2,1,1,1,2,1,1,0,41324,0,1
1,Machiato,3,307,0,2,1,0,0,2,1,1,1,1,1,1,0,41324,0,3
1,Kimo,12,307,0,2,2,5,7,2,1,1,1,2,1,1,0,41326,0,2
1,Symphony,28,119,0,2,7,0,0,2,2,1,1,2,1,1,300,41326,0,3
2,Noon And Kare,1,266,0,1,3,4,0,2,1,2,1,2,1,2,0,41326,0,4
2,Shiri And Moosh,4,266,0,1,4,6,0,2,1,2,1,2,1,2,0,41326,0,5
2,Uteh,8,266,0,1,1,7,0,1,1,2,2,2,1,1,0,41330,0,6
1,Junior,2,307,0,1,2,3,0,2,1,1,1,2,1,1,0,41401,0,1
1,Twinkle,3,307,0,2,5,7,0,2,2,1,1,2,1,1,0,41401,0,4
1,Power-looking For Fosterer,49,109,0,1,2,3,5,2,2,1,1,1,1,1,0,41326,0,3
2,Dixie,7,264,0,2,7,0,0,2,3,1,1,2,1,1,0,41401,0,5
1,Rocky,10,307,307,1,2,7,0,2,2,3,3,3,1,1,0,41330,0,5
1,Spud,3,307,0,2,5,0,0,2,1,3,1,2,1,1,0,41326,0,1
1,Charcoal,3,307,0,2,1,0,0,2,1,3,1,2,1,1,0,41326,0,1
1,Mud,3,307,0,2,2,0,0,2,1,3,1,2,1,1,0,41326,0,1
1,Mo-hawk,3,307,0,2,2,0,0,2,1,3,1,2,1,1,0,41326,0,1
1,Black Female,12,307,0,2,1,0,0,2,1,3,3,1,1,1,0,41330,0,2
1,,12,307,0,1,2,0,0,1,1,3,3,3,1,1,0,41330,0,2
1,Sugar And Spice,72,307,307,2,1,2,0,2,2,3,2,1,1,2,50,41326,0,6
2,Mumu,3,266,0,2,4,0,0,1,1,1,1,2,1,1,0,41401,0,4
1,Roy,24,189,0,1,1,5,0,3,1,1,1,3,1,1,200,41336,0,2
1,Injured Dog  With 5 Puppies Photos,0,307,0,2,1,2,0,2,1,3,3,2,3,1,0,41336,0,12
1,Smarty,2,141,307,1,2,0,0,2,1,2,2,2,1,1,0,41326,0,0
1,Bobby,2,307,0,1,1,4,0,2,1,3,1,3,1,1,0,41326,0,1
2,"Dibo, Coco And Bimo",3,266,0,3,2,3,6,2,1,2,2,2,1,3,100,41401,0,3
2,Hachiko,3,285,0,1,3,4,5,1,3,3,3,3,1,1,0,41361,0,2
1,Happy,12,307,0,2,1,2,0,2,2,3,3,1,1,1,0,41330,0,4
2,MOMO,24,265,0,2,2,5,7,2,2,2,1,1,1,1,0,41326,0,1
2,Cokelat Buzz,24,266,0,1,2,0,0,2,1,3,1,3,1,1,0,41326,0,3
2,Bobline,8,282,0,1,1,0,0,1,2,1,1,2,1,1,0,41326,0,1
2,Blackie Buzz,3,265,0,1,1,0,0,1,2,2,2,2,1,1,0,41326,0,1
2,CALICO,12,266,0,2,1,4,7,1,1,2,1,1,1,1,0,41326,0,1
2,Marbles,5,266,0,1,1,7,0,1,1,2,1,2,1,1,0,41326,0,1
1,Milkshake,7,307,307,1,5,7,0,2,2,2,1,2,1,1,0,41327,0,0
1,,4,307,307,3,2,0,0,2,1,2,1,2,1,3,0,41327,0,3
2,Thomas,14,265,0,1,2,3,6,2,2,2,2,2,1,1,0,41327,0,5
2,Muffins And Four Kittens,14,265,0,3,1,2,7,2,2,2,2,2,1,5,0,41327,0,4
1,Spot And Neon,18,307,0,3,2,3,5,2,2,1,1,1,1,2,0,41327,0,5
2,,2,266,292,2,2,5,0,2,1,3,3,3,1,1,0,41326,0,4
2,,2,266,0,2,3,0,0,2,1,3,3,3,1,1,0,41326,0,3
2,N/a,1,266,0,1,3,0,0,1,1,2,2,2,1,2,0,41326,0,4
2,Golden Kittens,2,242,0,3,3,0,0,1,1,2,1,2,1,5,0,41401,0,2
2,Grey Cat,2,298,0,3,6,7,0,1,1,2,1,2,1,5,0,41401,0,1
2,Golden Cats,2,241,0,3,3,0,0,1,1,2,1,2,1,5,0,41401,0,5
2,Black Kitten,2,241,0,3,1,0,0,1,1,2,1,2,1,5,0,41401,0,4
2,Bobby,24,299,299,1,1,2,7,3,1,2,2,2,2,1,0,41326,0,1
2,Oreo,7,266,0,1,6,7,0,1,1,1,1,2,1,1,0,41326,0,5
1,The Clans,2,307,0,3,1,2,5,1,1,3,3,3,1,4,0,41401,0,1
1,1Male Mixed Breed Puppy,4,307,0,1,1,0,0,2,1,2,2,2,1,1,0,41401,0,2
1,1 Female Mixed Breed Puppy,1,307,307,2,1,2,0,1,1,2,2,2,1,1,0,41401,0,2
2,Midy,4,266,303,2,1,2,3,2,1,2,1,2,1,1,0,41326,0,2
2,Minno,4,266,303,2,1,2,3,2,1,2,1,2,1,1,0,41326,0,1
2,Mika,4,266,303,2,1,2,3,2,1,2,1,2,1,1,0,41326,0,3
2,Lyonel,1,266,0,1,2,5,0,2,1,1,1,2,1,1,0,41324,0,5
2,Susan,2,266,0,2,1,2,7,2,1,1,1,2,1,1,0,41324,0,6
2,Lyanna,1,266,0,2,2,5,0,2,1,1,1,2,1,1,0,41324,0,6
2,Romeo,2,265,0,1,5,0,0,2,2,2,1,2,1,1,0,41324,0,6
2,Snow,2,292,265,2,2,7,0,2,2,2,2,2,1,1,0,41324,0,5
2,Murdoch,2,265,0,1,3,7,0,2,2,2,1,2,1,1,0,41324,0,6
2,Farah,3,265,254,2,1,2,7,2,2,1,1,2,1,1,0,41324,0,5
2,Jet,1,266,0,1,2,5,0,2,1,1,1,2,1,1,0,41324,0,8
2,Banshee,1,266,0,2,2,5,0,2,1,1,1,2,1,1,0,41324,0,10
2,Elize,1,265,254,2,1,3,7,1,2,2,2,2,1,1,0,41324,0,9
2,Empress And 4 Kittens,1,266,0,3,2,5,0,2,1,1,1,2,1,5,0,41324,0,9
2,Nery,2,266,0,1,1,7,0,2,1,2,1,2,1,1,0,41324,0,5
2,Zoey,2,265,0,2,1,7,0,3,2,2,1,2,1,1,0,41324,0,5
2,Kitten,2,266,0,3,1,6,7,1,1,2,2,2,1,4,0,41326,0,1
2,,2,266,0,3,1,7,0,1,1,2,2,2,1,3,0,41326,0,1
1,,12,307,0,2,2,0,0,3,1,3,3,3,1,1,0,41401,0,2
2,Patches,24,306,0,2,1,3,7,2,1,2,2,1,1,1,0,41327,0,5
2,Hybrid Kitten,0,285,247,2,6,7,0,2,1,2,2,2,1,1,0,41327,0,4
2,Taxedo,1,306,0,3,1,7,0,2,1,2,2,2,1,2,0,41327,0,2
2,Good Luck,1,266,0,2,1,3,7,2,1,2,2,2,1,1,0,41327,0,4
1,Meeky,12,30,0,2,1,4,0,2,2,2,2,2,1,1,0,41327,0,3
1,Rosco,36,307,0,1,1,2,3,2,2,1,1,1,2,1,0,41401,0,1
1,Dobby The Good Elf,7,307,0,1,1,0,0,2,1,3,3,3,1,1,0,41401,1,3
1,Little Dog For Adoption,3,307,0,2,1,2,5,2,1,3,3,3,1,1,0,41326,0,5
1,Molly Puppy For Adoption,3,307,0,2,5,7,0,2,2,3,3,3,1,1,0,41326,0,1
1,Lovely Male Dogs For Adoption,18,307,0,1,3,5,6,2,1,3,3,3,1,2,0,41326,0,4
1,White Fluffy Dog,24,307,0,1,7,0,0,2,2,3,3,3,1,1,0,41326,0,3
1,Little Puppy For Adoption,2,307,0,3,2,3,7,2,1,3,3,2,1,4,0,41326,0,10
1,Little Puppy,2,307,0,2,1,4,5,1,1,2,2,2,1,1,0,41326,0,7
1,Little Found Puppy,12,307,0,1,2,5,0,1,2,3,3,3,1,1,0,41326,0,2
1,Corey,24,307,0,1,1,2,7,2,2,3,3,3,1,1,0,41326,0,5
1,Pockie,2,179,0,1,2,0,0,2,2,1,1,2,1,1,0,41401,0,1
1,Null,2,307,0,1,1,2,0,1,2,2,2,2,1,1,0,41336,0,1
1,BLACKY,12,307,0,2,1,0,0,1,1,1,1,1,1,1,0,41401,0,5
1,PANDORA,12,103,0,2,1,2,0,2,1,1,1,1,1,1,0,41401,0,2
1,LEO LEO,6,307,0,1,1,7,0,2,2,2,1,2,1,1,0,41401,0,4
2,Patchie,5,266,266,2,1,4,7,2,1,2,2,2,1,1,0,41326,0,5
2,Miki,36,285,243,1,2,6,7,2,2,3,3,3,1,1,0,41327,0,1
2,Ziqi,10,299,266,2,1,6,0,2,1,3,3,3,1,1,0,41326,0,5
1,Betsy - Looking For A Forever Home,1,307,0,2,1,0,0,2,1,1,1,2,1,1,0,41401,0,2
1,Coco,26,179,179,2,2,0,0,2,2,1,3,2,1,1,0,41326,0,2
2,Adam And Eve,5,266,0,2,1,0,0,2,1,1,1,2,1,2,0,41326,0,5
2,Aslan,12,264,299,1,1,2,0,2,3,1,1,1,1,1,0,41326,0,3
1,MIKO,4,307,0,2,2,6,7,2,2,3,3,2,1,1,0,41326,0,4
2,Princess,4,265,0,2,5,6,7,2,2,3,3,3,1,1,500,41401,0,3
2,,5,265,0,2,1,2,5,2,2,1,1,1,1,1,200,41401,0,3
2,Ninni @ Gwen,2,266,0,2,1,2,0,1,1,1,1,2,1,1,0,41326,0,1
2,Myuvi,24,266,0,1,1,0,0,3,1,1,1,1,1,1,0,41326,0,1
2,Tigress,6,266,0,2,6,0,0,2,1,1,1,2,1,1,0,41326,0,1
2,Tai Lung,7,266,0,1,1,2,4,2,1,1,1,2,1,1,0,41326,0,1
1,Cookie,12,307,0,2,2,0,0,2,1,1,1,1,1,1,0,41401,0,2
1,Marley,1,307,173,2,2,7,0,2,1,2,2,2,1,1,0,41401,0,1
1,Barley,1,307,173,2,5,7,0,2,1,2,2,2,1,1,0,41401,0,1
2,Kak Nyeng,4,284,283,2,4,0,0,3,2,1,1,3,1,1,0,41326,0,3
2,Tompok Nyet,4,266,0,1,1,4,0,2,2,2,1,3,1,1,0,41326,0,3
2,,1,247,0,3,2,0,0,1,1,2,2,2,1,2,0,41401,0,1
1,Max,6,307,0,1,2,3,4,2,1,1,3,2,1,1,0,41401,0,1
1,Oldies Golden,48,109,0,1,2,3,5,3,1,3,3,3,1,1,0,41401,0,1
2,Jujuu,24,266,0,2,2,6,7,2,1,2,1,1,1,1,0,41326,0,4
2,Mohawk,5,265,0,1,2,6,7,2,2,1,1,2,1,1,0,41401,0,1
2,Oreo,3,265,0,1,1,0,0,2,2,1,1,2,1,1,0,41401,0,1
2,,2,265,0,3,1,2,4,1,1,2,1,2,1,3,0,41401,0,4
2,DotDot,4,265,0,2,1,7,0,2,2,1,1,2,1,1,0,41401,0,1
2,Kitty,3,250,0,2,1,0,0,1,2,2,2,1,1,1,0,41326,0,2
1,Kennedy,25,307,0,1,1,5,0,2,2,1,1,1,1,1,200,41401,0,1
2,Sydney And Romeo,9,243,266,2,2,7,0,2,1,2,2,2,1,2,50,41326,0,3
2,,5,292,0,1,1,2,6,2,2,3,3,3,1,1,0,41401,0,1
2,,12,292,0,1,1,6,7,2,2,3,3,3,1,1,0,41401,0,0
2,,24,285,266,1,1,7,0,2,1,2,2,1,1,1,0,41401,0,1
2,Pong,36,266,0,1,1,6,7,2,1,1,3,2,1,1,0,41401,0,1
1,Peter,4,307,0,1,1,7,0,2,1,1,1,2,1,1,0,41401,0,1
1,Mandy,5,307,0,2,1,0,0,2,1,1,2,1,1,1,0,41401,0,2
1,Lily,4,307,0,2,1,2,7,1,1,1,1,2,1,1,0,41401,0,1
2,"Miracle, Grace, Blessy",1,305,254,3,2,7,0,1,2,2,2,2,1,3,0,41326,0,3
2,Febe & Charlotte,12,264,299,3,1,6,7,2,3,2,2,2,1,2,0,41326,0,4
2,"Oreo, Cremepuff, Peppercorn",1,306,265,3,1,3,6,1,2,2,2,2,1,3,10,41326,0,9
2,Kawan,7,299,265,1,1,6,0,2,2,3,3,3,1,1,0,41326,0,4
2,"Lovely,bitsy,cutie",1,303,265,3,1,7,0,1,1,2,2,2,1,3,0,41326,0,2
2,Amy Goldie,1,299,284,2,3,0,0,1,3,2,2,2,1,1,0,41326,0,2
2,Sunny,16,265,251,1,2,7,0,3,2,1,1,1,1,1,100,41326,0,2
2,,2,266,0,1,6,7,0,2,1,2,2,2,1,1,0,41326,0,1
2,"Tabby Male Kitten, Calico Female",3,266,0,3,1,4,5,2,3,2,2,2,1,2,0,41335,0,14
2,,2,264,262,3,1,4,7,3,3,2,2,2,1,5,0,41335,0,5
1,Coco,112,179,0,2,2,0,0,2,2,1,1,3,1,1,0,41326,0,1
2,Lady & Hammer,4,266,0,3,1,2,0,2,1,2,1,2,1,2,0,41401,0,1
1,,1,307,0,3,1,2,7,2,2,2,2,2,1,6,0,41401,0,5
1,"Whiskey, Vodka, Brandy, Bailey",3,307,0,3,1,2,7,2,1,3,1,3,1,4,150,41401,0,5
1,,2,307,0,3,1,2,7,2,1,2,2,2,1,3,0,41401,0,3
2,4cuties,2,266,243,3,4,6,7,1,1,2,1,1,1,4,0,41326,0,5
2,,1,266,0,2,2,4,7,1,1,2,2,2,1,1,0,41327,0,4
1,Baby,1,307,0,2,2,0,0,2,1,2,2,2,1,1,0,41327,0,4
1,Max,45,307,307,1,2,0,0,2,1,1,1,2,1,1,100,41326,0,3
1,Milk Milk,8,307,0,1,1,7,0,2,2,3,1,3,1,1,0,41326,0,3
2,Olen,11,266,264,1,4,7,0,2,1,2,1,2,1,1,50,41326,0,1
2,Yang,11,266,264,1,4,7,0,2,1,2,1,2,1,1,50,41326,0,1
2,Scavenger,7,266,264,2,4,6,7,2,1,2,1,2,1,1,50,41326,0,1
2,Ying,15,266,264,2,4,7,0,2,2,2,1,1,1,1,50,41326,0,1
2,Blackie,11,266,266,1,1,7,0,2,1,2,1,2,1,1,50,41326,0,1
2,Kolat,11,266,264,2,2,7,0,2,1,2,1,1,1,1,50,41326,0,1
2,Fussie,11,266,266,2,1,7,0,2,1,2,1,1,1,1,50,41326,0,1
2,No Name,6,266,0,1,1,7,0,1,1,2,2,2,1,1,0,41326,0,1
1,Whitney,2,307,0,2,7,0,0,2,2,1,1,2,1,1,0,41330,0,1
1,Cherry,1,307,0,2,1,2,7,2,2,1,1,2,1,1,0,41330,0,2
2,"Mango,Grey,Galgal",3,266,266,3,4,6,7,2,1,2,2,2,1,3,0,41326,0,6
1,Didi,3,307,0,1,2,0,0,2,1,2,2,2,1,1,0,41326,0,3
1,"Muachi,Kimchi And Hachi Need Home",3,307,0,2,1,2,4,2,1,1,1,2,1,3,0,41326,0,5
1,Minnie,2,307,0,2,5,7,0,1,1,2,2,2,1,1,0,41326,0,1
1,Chelsea,6,141,109,2,5,7,0,3,1,1,1,2,1,1,0,41326,0,5
1,Puppies,2,307,0,1,2,7,0,2,1,2,1,2,1,4,0,41326,0,4
1,Puppy,9,307,307,2,2,0,0,2,1,2,1,2,1,1,0,41326,0,2
2,Alex,1,266,265,1,5,0,0,2,1,2,2,2,1,1,0,41330,0,2
2,Ashley,2,254,0,2,1,2,7,1,2,1,3,3,1,1,0,41327,0,5
2,Carmichael,2,306,0,1,3,7,0,1,2,1,3,3,1,1,0,41327,0,4
1,Max,17,152,307,1,1,2,0,1,1,1,1,2,1,1,300,41326,0,6
1,Norvu,24,60,0,2,1,2,0,1,1,1,1,2,1,1,0,41326,0,3
2,Kitty,5,266,0,1,2,0,0,2,1,2,2,2,1,1,0,41326,0,11
