,Age,Breed1,Gender,Color1,MaturitySize,FurLength,Vaccinated,Dewormed,Sterilized,Health,Quantity,Fee,State,AdoptionSpeed
8450,1,104,1,1,3,2,1,1,2,1,1,0,12,2
8451,3,104,3,1,2,2,2,2,2,2,4,0,12,2
8452,48,115,1,2,1,3,1,1,3,1,1,0,3,3
8453,4,58,3,1,1,1,2,2,2,1,3,0,12,4
8454,1,104,3,1,2,1,2,1,2,1,5,0,12,2
8455,3,104,2,5,2,1,1,1,2,1,1,0,12,2
8456,3,158,2,7,2,2,2,2,2,1,1,0,9,3
8457,36,108,1,1,4,3,1,1,1,1,2,200,12,3
8458,5,58,2,3,2,1,2,1,2,1,1,10,13,4
8459,8,104,2,2,2,1,1,1,1,1,1,0,12,4
8460,1,156,1,6,2,2,2,2,2,1,1,0,3,2
8461,7,104,1,3,2,1,1,1,1,1,1,0,3,3
8462,5,56,2,2,2,2,1,1,1,1,2,30,12,3
8463,2,104,1,2,2,1,1,1,2,1,1,100,12,3
8464,6,104,2,5,2,1,1,1,1,1,2,0,6,4
8465,48,58,1,5,2,1,2,2,1,3,1,0,12,3
8466,1,58,3,1,2,1,2,2,2,1,5,0,3,2
8467,2,58,1,1,2,1,2,1,2,1,1,0,3,1
8468,1,104,1,2,2,2,2,2,2,1,1,0,9,2
8469,36,128,1,1,3,1,1,1,1,1,1,0,12,4
8470,2,58,3,1,1,1,2,2,2,1,4,0,2,1
8471,4,56,1,1,2,3,3,1,2,1,1,0,12,2
8472,12,57,1,4,2,2,1,1,1,1,1,0,12,2
8473,1,58,2,2,1,1,2,2,2,1,2,0,3,1
8474,2,104,3,1,2,1,2,2,2,1,2,0,8,2
8475,7,104,2,1,1,1,1,1,1,1,1,0,8,3
8476,2,58,2,1,1,1,1,1,2,1,1,0,9,3
8477,1,58,1,1,2,1,2,2,2,1,1,0,12,1
8478,18,104,2,3,2,3,1,1,2,1,1,0,12,4
8479,1,104,2,1,2,1,3,3,2,1,1,0,12,3
8480,60,58,1,6,3,1,3,1,1,2,1,0,12,2
8481,2,104,2,2,2,2,2,1,2,1,2,0,12,4
8482,2,104,2,1,2,2,2,1,2,1,1,50,12,2
8483,25,57,2,2,2,2,1,1,3,1,1,0,12,4
8484,2,58,1,2,2,1,2,2,2,1,1,0,12,0
8485,24,114,2,7,1,3,1,1,1,1,1,0,12,0
8486,2,58,1,1,2,1,2,1,2,1,1,0,3,1
8487,24,104,2,1,3,2,1,1,1,2,1,0,3,4
8488,24,104,2,2,2,2,3,3,3,1,1,0,12,4
8489,2,58,1,1,1,1,2,1,2,1,1,0,11,3
8490,3,56,2,1,3,3,2,1,2,1,1,50,12,1
8491,3,104,3,5,2,1,1,1,1,1,3,0,12,4
8492,180,104,1,6,2,2,1,1,1,1,1,0,9,4
8493,24,104,1,1,2,2,1,1,1,1,1,0,0,1
8494,2,104,2,1,2,1,1,1,2,1,1,0,3,3
8495,36,104,1,7,2,1,1,1,2,1,1,0,3,4
8496,2,104,2,1,2,2,2,2,2,1,1,0,3,2
8497,2,104,2,1,2,1,2,1,2,1,1,0,12,1
8498,24,55,2,2,3,1,1,1,1,1,1,0,3,4
8499,1,104,1,1,2,1,2,2,2,1,1,0,0,2
8500,2,104,2,2,2,1,1,1,2,1,1,0,3,3
8501,1,11,2,5,2,1,2,2,2,1,1,0,7,1
8502,84,171,2,7,2,2,3,3,3,1,1,100,12,3
8503,10,58,3,4,2,1,3,1,2,1,2,0,3,4
8504,1,57,3,1,2,2,2,2,2,1,2,0,3,1
8505,7,58,2,2,1,1,2,1,2,1,1,0,3,1
8506,36,121,2,5,1,2,1,1,1,1,1,200,12,2
8507,24,104,1,2,2,1,2,1,1,1,1,0,12,4
8508,3,156,2,1,1,1,2,1,2,1,1,0,8,4
8509,3,104,1,1,2,1,1,1,2,1,1,0,3,2
8510,4,57,2,2,1,2,2,2,2,1,1,0,12,4
8511,2,58,1,2,2,1,2,1,2,1,1,0,8,3
8512,3,142,2,2,2,2,1,1,2,2,1,20,12,2
8513,36,57,1,2,3,2,2,1,2,1,1,0,9,2
8514,2,57,2,2,1,2,2,2,2,1,1,0,12,2
8515,12,104,1,1,1,1,1,1,2,1,1,0,3,3
8516,7,104,2,2,2,1,1,1,1,1,1,0,12,4
8517,3,104,1,1,3,1,2,2,2,1,1,0,12,4
8518,8,104,1,1,2,2,1,3,2,1,1,0,12,3
8519,12,58,2,1,2,2,2,1,1,1,1,0,3,4
8520,48,104,1,1,2,1,1,1,3,1,1,0,12,4
8521,6,58,2,3,2,1,1,1,1,1,1,0,3,4
8522,1,58,1,1,2,1,2,2,2,1,1,0,12,3
8523,2,57,3,2,2,2,2,2,2,1,4,0,12,4
8524,10,6,1,7,2,2,1,1,1,1,1,0,12,2
8525,7,104,2,2,2,1,1,1,1,1,1,0,12,3
8526,2,104,2,3,2,1,1,1,2,1,1,0,12,3
8527,5,58,1,1,2,2,2,1,2,1,1,0,9,4
8528,2,57,2,6,2,2,2,2,2,1,1,1,12,2
8529,96,141,2,2,1,3,1,1,1,1,1,0,9,1
8530,60,115,1,7,1,2,3,3,3,1,1,0,3,1
8531,3,58,1,7,1,1,2,2,2,1,1,0,3,2
8532,2,104,2,2,2,1,1,1,2,1,1,0,12,3
8533,2,23,1,3,1,2,2,1,2,1,1,0,12,1
8534,24,104,1,2,2,1,1,1,1,1,1,0,12,4
8535,2,58,2,2,1,1,3,1,2,1,1,0,3,2
8536,3,58,2,5,2,1,3,3,2,1,1,0,3,3
8537,1,57,1,1,1,2,2,2,2,1,1,0,12,1
8538,22,58,2,1,2,1,1,1,1,1,1,90,12,4
8539,2,104,1,1,2,1,2,2,2,1,1,0,3,2
8540,3,57,2,1,1,2,1,1,2,1,1,0,3,1
8541,2,57,2,1,1,2,1,1,2,1,1,0,12,3
8542,3,104,1,1,2,2,1,1,2,1,1,50,12,1
8543,4,57,2,1,2,2,1,1,2,1,1,0,12,3
8544,30,33,1,7,2,1,1,1,1,1,1,200,12,3
8545,3,104,2,1,2,1,2,2,2,1,2,0,12,2
8546,6,104,1,2,2,1,2,2,2,1,1,0,12,4
8547,2,94,1,2,2,2,2,2,2,1,1,0,9,1
8548,3,142,2,2,2,1,1,1,2,1,1,60,12,4
8549,1,23,1,1,2,1,2,1,2,1,1,0,12,2
8550,12,6,1,1,2,1,1,1,1,1,1,300,3,2
8551,1,57,1,1,2,2,2,2,2,1,1,0,3,2
8552,3,104,3,1,2,2,2,2,2,1,2,0,3,2
8553,3,104,2,1,1,2,3,3,3,1,1,0,12,1
8554,4,104,1,5,2,1,1,1,1,1,1,0,12,4
8555,1,101,2,1,2,1,2,2,2,1,1,0,0,2
8556,2,57,2,1,2,2,2,2,2,1,1,0,12,3
8557,2,165,2,1,1,1,2,2,2,1,1,0,3,0
8558,3,104,2,1,2,2,1,1,2,1,1,200,12,2
8559,2,104,1,1,2,1,1,1,2,1,1,0,12,2
8560,5,58,1,1,1,2,1,1,2,1,1,0,3,4
8561,8,104,2,5,2,2,3,3,3,1,1,0,12,3
8562,2,57,2,2,2,2,2,2,2,1,1,0,12,1
8563,9,58,3,1,2,1,2,1,2,1,2,10,3,1
8564,2,104,2,1,2,1,1,1,1,1,1,0,12,3
8565,7,32,1,4,3,2,1,1,1,1,1,0,3,3
8566,3,104,2,2,2,2,2,2,2,1,1,0,12,3
8567,2,104,2,1,2,1,2,2,2,1,1,0,8,3
8568,12,104,1,2,2,2,1,1,1,1,2,0,3,4
8569,6,104,2,1,2,2,2,2,2,1,2,0,3,2
8570,2,104,2,2,2,1,2,1,2,1,1,0,12,4
8571,48,104,2,2,2,1,1,1,1,1,1,0,5,2
8572,2,104,2,1,2,1,1,1,2,1,1,0,3,2
8573,6,104,2,1,2,2,2,1,2,1,1,0,8,4
8574,2,104,1,2,2,2,2,2,2,1,1,0,3,2
8575,1,104,1,1,2,1,2,1,2,1,1,0,12,2
8576,36,104,1,1,2,2,2,2,2,1,1,0,8,3
8577,12,128,1,1,3,2,1,1,2,1,1,500,12,2
8578,2,37,1,4,1,2,2,2,2,1,1,0,12,2
8579,3,58,2,5,2,1,1,1,2,1,1,50,12,2
8580,2,58,2,1,1,1,2,2,2,1,1,0,12,1
8581,1,104,1,1,2,1,2,2,1,1,1,0,0,4
8582,2,58,3,1,2,1,2,2,2,1,4,0,3,1
8583,1,104,2,1,2,1,2,2,2,1,1,0,12,2
8584,1,58,3,1,1,1,2,2,2,1,2,0,0,2
8585,2,104,1,1,2,1,2,1,2,1,1,0,9,2
8586,2,157,1,2,2,2,1,1,2,1,1,0,12,1
8587,3,58,2,1,1,1,2,2,2,1,1,0,3,2
8588,6,23,2,2,2,2,1,1,3,1,1,0,3,4
8589,3,57,1,1,1,2,2,2,2,1,1,80,11,4
8590,3,56,1,4,2,3,2,1,2,1,1,700,12,2
8591,3,104,2,1,2,1,1,1,2,1,1,0,12,4
8592,41,57,2,1,2,2,1,1,1,1,1,0,3,4
8593,5,104,2,2,2,1,1,1,2,1,1,0,12,3
8594,1,58,2,1,1,1,2,2,2,1,1,0,3,2
8595,2,156,2,1,1,2,3,3,3,1,1,0,3,2
8596,2,58,2,1,1,1,2,2,2,1,2,0,12,0
8597,1,104,3,1,2,1,2,2,3,1,7,0,7,4
8598,2,104,2,1,2,1,2,2,2,1,1,0,12,4
8599,4,57,1,7,3,2,2,1,2,1,1,0,3,2
8600,7,58,1,4,2,1,1,1,2,1,1,0,12,2
8601,26,104,2,1,2,1,1,1,2,1,1,0,3,4
8602,1,58,1,1,1,1,2,2,2,1,2,0,3,2
8603,2,104,2,2,2,1,1,1,1,1,1,0,8,2
8604,6,104,3,1,2,2,3,3,3,1,5,0,9,4
8605,1,58,3,1,1,1,2,2,2,1,4,0,3,2
8606,36,86,1,2,2,1,1,1,2,1,1,0,0,4
8607,11,46,1,5,2,3,1,1,2,1,1,200,12,1
8608,3,112,1,2,2,1,3,3,3,1,1,0,12,1
8609,6,104,2,2,1,1,1,1,2,1,1,0,12,4
8610,4,104,2,7,1,1,2,2,2,1,1,0,12,3
8611,24,86,1,2,2,1,1,3,2,1,1,1,12,3
8612,4,58,3,1,2,1,1,2,1,1,2,0,12,4
8613,2,58,2,2,1,1,2,1,2,1,3,0,3,2
8614,2,58,1,6,2,1,1,1,2,1,1,0,0,3
8615,1,104,3,1,2,1,1,3,3,1,5,0,12,3
8616,3,156,1,2,1,1,2,1,2,1,1,0,12,1
8617,24,58,3,4,3,1,1,1,1,1,3,0,12,4
8618,6,141,1,2,2,2,1,2,2,1,1,0,3,3
8619,12,58,2,1,2,1,2,2,2,1,6,0,12,2
8620,3,104,2,1,2,1,2,2,2,1,1,20,9,2
8621,3,58,1,3,2,1,1,1,1,1,1,0,12,3
8622,11,104,1,2,3,1,1,3,2,1,1,0,12,4
8623,1,37,3,1,2,1,2,2,2,1,4,30,12,2
8624,36,104,1,2,2,2,1,3,1,1,1,0,12,4
8625,7,42,2,5,1,1,1,1,1,1,1,0,6,4
8626,8,58,1,1,2,1,1,1,1,1,1,0,12,1
8627,4,58,2,1,2,1,2,3,2,2,1,0,12,2
8628,3,104,1,2,1,1,2,1,1,1,1,0,12,3
8629,2,142,3,5,1,1,2,2,2,1,4,0,3,1
8630,2,104,2,5,2,2,3,1,2,1,1,0,12,4
8631,2,104,1,1,2,1,2,1,2,1,1,0,12,3
8632,1,58,3,4,2,1,2,2,2,1,6,0,0,1
8633,1,104,2,5,2,2,2,2,2,1,1,0,9,2
8634,2,104,1,2,2,2,2,2,2,1,1,0,3,3
8635,3,104,2,1,2,1,2,1,2,1,1,0,3,1
8636,1,156,1,1,1,2,1,1,1,1,5,0,3,3
8637,24,104,1,4,2,2,3,3,2,1,1,0,12,3
8638,4,14,2,3,2,2,2,1,2,2,1,0,3,4
8639,3,58,1,1,1,1,2,1,2,1,1,50,12,2
8640,2,104,1,2,2,2,2,1,2,1,1,0,3,2
8641,3,58,1,5,1,1,2,1,2,1,1,0,9,1
8642,7,94,2,1,2,1,2,1,1,1,1,0,5,3
8643,13,156,1,4,2,1,2,2,1,1,1,50,12,4
8644,29,132,2,1,1,2,1,1,1,1,1,300,12,2
8645,7,58,1,1,2,1,3,3,2,1,1,0,3,4
8646,1,58,1,1,2,1,2,2,2,1,1,0,12,1
8647,6,58,2,6,2,1,2,1,2,1,1,0,12,3
8648,2,104,1,1,1,1,1,1,2,1,1,0,12,4
8649,36,141,1,5,1,2,1,1,2,2,1,0,12,2
8650,1,58,1,3,2,1,2,2,2,1,1,0,12,2
8651,2,104,2,2,2,1,2,2,2,1,2,0,12,2
8652,1,58,3,1,1,2,3,3,3,1,2,0,12,4
8653,4,58,1,1,2,1,3,3,3,1,1,0,9,3
8654,4,57,1,1,2,2,1,1,1,1,1,300,9,3
8655,2,104,2,1,2,2,2,2,2,1,1,0,0,1
8656,9,156,1,1,2,1,1,1,1,1,1,0,12,1
8657,8,104,2,1,2,2,1,1,1,1,1,0,12,4
8658,24,86,1,2,1,1,3,3,1,1,1,0,3,2
8659,13,104,1,1,2,1,2,2,2,1,1,0,3,4
8660,1,104,1,2,2,2,2,2,2,1,1,0,3,1
8661,2,104,2,1,2,2,2,1,2,1,1,0,12,3
8662,2,104,2,1,2,1,3,3,3,1,1,0,12,2
8663,82,128,1,1,3,1,1,1,1,1,1,300,12,0
8664,2,58,2,1,1,1,2,2,2,1,1,0,8,1
8665,24,61,1,1,2,2,1,1,2,1,1,0,3,3
8666,1,58,3,1,1,1,2,1,1,1,5,0,12,4
8667,1,104,3,1,2,1,2,2,2,1,5,0,12,3
8668,48,144,2,2,2,2,1,1,2,1,1,0,3,4
8669,2,57,3,7,2,2,1,1,2,1,6,0,12,3
8670,5,58,1,1,3,3,2,2,2,1,1,50,12,4
8671,2,57,3,1,2,2,2,2,2,1,2,0,12,2
8672,1,104,2,2,2,2,2,2,2,1,1,0,12,2
8673,3,104,1,1,2,1,2,2,2,1,2,0,12,2
8674,2,156,2,1,2,1,2,1,2,1,1,0,12,2
8675,3,104,2,2,2,1,1,1,2,1,1,0,12,3
8676,3,104,3,1,2,1,2,2,2,1,3,0,5,2
8677,29,58,2,2,2,1,3,3,2,1,1,0,12,4
8678,5,94,2,5,2,1,1,1,1,1,1,0,3,2
8679,5,104,2,1,2,1,1,1,2,1,6,72,0,4
8680,5,58,1,1,2,1,1,1,2,1,1,0,3,2
8681,10,141,2,5,1,2,1,1,2,1,1,0,3,1
8682,5,58,2,1,2,1,2,1,2,1,3,0,3,4
8683,10,104,1,1,2,2,2,2,2,1,1,0,12,3
8684,6,104,3,1,2,2,1,1,1,1,2,0,8,2
8685,60,132,1,1,1,1,3,3,2,1,1,0,12,1
8686,12,29,2,1,2,3,1,1,1,1,1,0,12,3
8687,12,58,2,1,2,1,2,2,2,1,1,0,3,2
8688,60,58,2,7,2,1,1,1,1,1,1,0,12,4
8689,24,49,2,1,1,2,3,3,3,1,1,0,12,1
8690,2,156,3,1,1,1,1,1,2,1,2,0,3,3
8691,3,104,1,2,2,2,2,1,2,1,1,0,12,3
8692,2,104,2,1,2,1,1,1,2,1,1,0,12,2
8693,14,57,2,1,2,2,2,1,1,1,1,200,3,4
8694,2,56,3,6,2,3,2,1,2,1,2,0,6,1
8695,36,57,2,1,3,2,1,1,1,1,2,50,12,2
8696,16,58,2,4,3,2,2,2,2,1,1,0,12,4
8697,4,58,1,2,2,2,2,2,2,1,1,0,12,1
8698,48,104,2,2,1,2,1,1,1,1,1,0,12,4
8699,3,104,2,1,2,1,1,1,3,1,1,100,9,4
8700,1,104,1,1,2,1,2,2,2,1,1,0,12,1
8701,10,104,2,2,2,1,1,1,1,1,1,50,12,3
8702,3,156,2,1,2,2,2,1,2,1,1,0,12,4
8703,2,58,1,1,2,1,2,2,2,2,1,0,12,1
8704,2,58,3,1,1,1,2,1,2,1,6,0,3,2
8705,2,57,1,7,2,2,2,2,2,1,1,0,3,2
8706,24,104,3,1,2,1,1,1,1,1,2,0,12,4
8707,2,58,3,1,2,1,2,2,2,1,5,0,12,3
8708,9,120,2,1,1,3,1,1,2,1,1,300,12,2
8709,6,104,1,6,2,1,3,3,3,1,1,0,12,4
8710,2,121,1,1,1,2,2,2,2,1,1,450,12,1
8711,1,58,3,1,2,1,2,2,2,1,6,100,3,4
8712,5,104,2,1,2,2,1,3,3,1,1,0,12,1
8713,3,104,2,1,1,2,1,1,1,1,1,0,8,3
8714,15,132,2,1,1,1,1,1,2,1,1,0,8,2
8715,3,58,1,1,1,1,1,1,1,1,1,0,3,2
8716,4,58,2,7,2,1,2,1,2,1,1,0,3,1
8717,77,76,1,3,2,2,1,1,2,1,1,0,3,2
8718,10,121,1,3,2,3,3,3,3,1,1,300,12,2
8719,2,104,3,1,2,1,2,1,2,1,3,0,9,4
8720,2,104,2,1,2,2,1,1,2,1,1,0,12,1
8721,3,57,2,6,2,2,2,2,2,1,1,0,12,2
8722,4,73,3,1,3,2,1,1,3,1,2,3000,1,3
8723,4,58,2,6,1,1,2,2,2,1,1,0,12,1
8724,2,58,1,1,1,1,3,3,3,1,1,0,3,1
8725,2,57,1,1,2,2,2,1,2,1,1,50,12,0
8726,8,58,2,7,2,1,2,2,2,1,2,0,3,4
8727,5,58,1,1,2,1,2,2,1,1,1,0,12,1
8728,2,58,1,1,2,2,2,1,2,1,1,0,12,4
8729,10,58,1,1,2,1,2,2,2,1,1,100,12,3
8730,3,58,1,3,1,1,2,1,2,2,1,0,0,0
8731,3,94,2,2,2,1,3,3,2,1,1,0,12,3
8732,15,6,3,1,2,2,1,1,1,1,2,0,3,3
8733,3,104,2,2,2,1,2,2,2,1,1,0,12,4
8734,5,58,3,1,1,1,3,3,3,1,3,0,3,4
8735,1,73,2,1,2,2,2,1,2,1,1,0,3,3
8736,4,104,1,5,2,1,1,1,2,1,1,150,3,2
8737,86,141,1,1,2,3,1,1,2,1,1,0,6,2
8738,24,116,2,1,2,2,3,3,2,1,1,0,3,3
8739,0,0,3,1,1,2,2,3,3,1,3,0,12,2
8740,2,104,1,2,2,2,1,1,2,1,1,0,12,2
8741,1,57,2,3,2,2,2,2,2,1,1,0,0,1
8742,92,141,1,2,2,3,1,1,3,1,2,200,12,2
8743,1,104,2,1,2,1,3,3,3,1,1,0,12,3
8744,3,116,1,7,1,2,2,2,2,1,1,0,3,0
8745,9,157,1,3,2,1,1,1,2,1,1,0,12,2
8746,2,104,2,2,2,2,1,1,2,1,1,0,12,3
8747,3,104,2,1,2,2,1,1,2,1,1,0,12,1
8748,2,104,1,2,2,1,1,1,2,1,1,0,3,2
8749,1,58,3,6,1,1,2,2,2,1,2,0,0,3
8750,1,47,2,2,2,1,2,2,2,1,1,0,12,1
8751,60,141,2,2,2,2,1,1,2,1,1,300,3,1
8752,3,58,2,3,1,1,2,2,2,1,1,0,3,3
8753,3,57,1,2,1,2,2,1,2,1,1,0,1,1
8754,84,73,1,1,4,1,1,1,2,1,1,0,12,3
8755,4,58,1,1,1,1,2,2,2,1,3,0,12,4
8756,12,104,2,1,2,1,2,2,2,1,1,20,9,4
8757,2,104,3,1,2,1,2,2,2,1,3,0,12,4
8758,12,104,2,2,2,2,1,1,1,1,1,0,12,4
8759,2,104,3,1,2,1,2,1,2,1,3,0,3,2
8760,12,104,3,2,2,2,3,3,3,1,4,0,3,4
8761,2,104,2,2,2,1,2,2,2,1,2,0,3,4
8762,5,58,1,1,2,1,1,1,1,1,1,100,3,4
8763,1,58,3,1,2,1,2,2,3,1,5,0,3,0
8764,2,104,2,1,2,2,1,1,2,1,1,0,12,1
8765,3,104,2,2,2,1,1,1,2,1,1,0,3,3
8766,4,104,2,1,2,2,2,2,2,1,6,0,12,4
8767,1,57,3,1,1,2,2,2,2,1,2,0,12,2
8768,0,104,2,2,2,1,1,1,1,1,1,0,8,2
8769,4,104,2,2,3,2,3,3,2,1,1,0,12,4
8770,2,104,2,2,2,1,1,1,2,1,2,0,12,3
8771,4,57,2,4,2,2,2,1,2,1,1,0,12,3
8772,48,58,2,2,1,1,1,1,1,1,2,30,12,4
8773,1,104,2,1,2,1,3,3,2,1,1,0,12,3
8774,4,104,1,4,1,1,1,1,3,1,1,0,3,4
8775,2,104,1,2,2,1,1,1,2,1,1,100,12,3
8776,1,104,2,1,2,1,2,1,2,1,1,0,12,3
8777,3,104,2,1,3,2,2,2,1,1,4,0,0,3
8778,9,58,3,1,2,1,1,1,1,1,2,0,3,4
8779,36,58,1,1,2,1,1,1,2,1,1,0,3,2
8780,3,58,1,1,1,2,2,2,2,1,3,0,3,2
8781,2,56,2,1,3,3,2,1,3,1,1,0,12,1
8782,1,57,3,1,2,2,2,2,2,1,4,0,5,2
8783,2,27,1,6,2,1,2,2,2,2,1,0,12,3
8784,4,104,3,1,2,2,1,1,2,1,5,0,12,4
8785,1,104,2,4,2,1,2,2,2,1,2,0,12,1
8786,5,104,1,4,2,1,1,1,1,1,1,0,3,2
8787,2,56,3,1,1,2,2,1,2,1,2,0,3,1
8788,42,116,1,5,2,2,1,3,2,1,1,0,3,4
8789,5,156,1,1,2,1,1,1,2,1,1,0,12,3
8790,11,128,2,1,3,1,1,1,1,1,1,400,12,3
8791,12,57,3,1,2,2,1,1,1,1,2,0,9,4
8792,4,57,2,3,2,2,2,2,2,1,1,150,13,1
8793,42,15,1,2,2,2,2,2,1,2,1,0,12,4
8794,7,58,1,1,2,1,1,1,2,1,1,0,3,4
8795,84,141,1,2,2,2,3,3,3,1,1,0,12,2
8796,36,104,1,1,3,1,1,1,1,1,2,0,0,3
8797,65,31,2,2,3,1,1,1,2,1,2,0,3,2
8798,4,28,1,1,2,3,1,1,1,1,4,0,12,4
8799,6,6,1,2,2,1,2,1,1,1,1,0,3,4
8800,18,104,2,7,2,2,1,1,1,1,1,0,12,2
8801,12,58,1,6,2,1,1,1,1,1,1,0,0,4
8802,12,104,2,2,1,1,3,3,3,1,1,0,8,2
8803,5,104,2,1,2,1,1,2,1,1,1,0,12,3
8804,3,104,2,2,2,1,3,1,3,1,1,200,3,4
8805,2,104,2,3,2,2,2,2,2,1,1,0,12,2
8806,40,58,2,1,2,1,1,1,1,1,1,0,3,4
8807,48,132,1,6,1,2,1,1,1,1,1,200,12,2
8808,12,58,2,1,1,1,1,1,1,1,1,0,12,2
8809,1,156,3,3,2,1,2,2,2,1,2,0,3,1
8810,3,104,2,7,2,1,2,2,2,1,1,0,3,3
8811,84,103,1,2,1,1,1,1,2,1,1,0,12,3
8812,2,58,2,2,2,1,2,2,2,1,1,0,12,1
8813,9,117,1,2,2,1,1,1,2,1,1,0,3,4
8814,0,58,2,1,1,1,2,2,2,1,1,0,12,2
8815,2,104,2,1,2,1,2,1,2,1,2,0,1,2
8816,14,104,1,1,2,1,1,1,2,1,1,0,12,4
8817,36,42,2,1,1,2,1,1,1,1,1,400,9,2
8818,1,104,2,1,2,1,1,1,1,1,1,0,8,4
8819,1,161,2,1,1,2,2,2,2,1,1,0,12,0
8820,12,57,1,7,1,1,1,1,1,1,1,0,3,1
8821,2,104,3,1,2,1,1,1,2,1,12,0,3,3
8822,1,104,1,7,2,3,2,2,2,1,1,0,3,1
8823,1,104,2,1,3,1,2,2,2,1,1,0,12,2
8824,3,104,2,2,2,1,1,1,2,1,1,0,3,4
8825,7,124,2,2,1,2,3,3,2,1,1,0,12,2
8826,2,57,3,3,2,2,2,2,2,1,3,0,12,1
8827,2,57,2,5,2,2,2,2,2,1,1,0,12,2
8828,18,104,2,5,1,1,1,1,1,1,1,100,12,4
8829,10,58,2,6,2,1,1,1,1,1,1,200,12,3
8830,2,104,1,2,2,2,2,2,2,1,1,0,12,4
8831,3,104,1,1,2,2,1,1,2,1,1,0,12,2
8832,3,58,2,2,2,1,2,1,2,1,1,0,12,4
8833,1,57,1,3,2,2,2,2,2,1,1,50,12,2
8834,24,141,2,1,1,3,1,1,2,1,1,1000,3,0
8835,3,52,2,1,2,1,2,1,2,1,1,0,12,2
8836,6,22,1,1,2,2,1,1,2,1,1,0,8,2
8837,2,57,1,1,2,2,2,1,2,1,1,0,12,2
8838,5,58,3,1,1,1,1,1,1,1,2,0,3,4
8839,2,58,2,2,1,1,2,2,2,1,1,0,12,3
8840,1,58,2,1,2,1,3,3,3,1,2,0,3,1
8841,12,58,2,1,2,1,2,2,2,1,1,0,3,3
8842,10,58,2,2,2,1,2,2,2,1,1,0,3,4
8843,2,104,1,2,2,2,2,2,2,2,1,0,12,3
8844,18,76,1,3,3,1,1,1,2,1,1,200,12,0
8845,36,156,1,3,2,2,3,3,1,1,1,0,12,4
8846,36,104,1,5,2,2,1,1,2,1,1,0,8,4
8847,6,142,2,2,1,2,1,1,2,1,1,0,12,1
8848,21,37,2,1,2,1,1,1,1,1,1,0,12,4
8849,3,104,2,1,2,2,1,1,2,1,1,0,12,4
8850,1,104,1,2,2,2,2,1,2,1,5,0,9,4
8851,1,58,1,1,2,1,2,2,2,1,1,50,6,2
8852,36,141,1,2,2,3,3,3,2,1,1,0,0,1
8853,8,104,2,1,2,1,1,1,1,1,1,0,6,2
8854,1,104,3,2,2,1,1,1,1,1,2,0,12,2
8855,2,104,2,1,1,2,1,1,2,1,1,0,12,3
8856,2,57,2,1,2,2,2,2,2,1,2,0,12,1
8857,0,104,3,1,2,2,2,3,2,1,6,0,0,3
8858,4,104,2,5,2,2,1,1,1,1,1,0,3,4
8859,24,104,1,2,3,3,1,1,2,1,1,0,12,0
8860,96,121,1,2,1,2,1,1,2,1,1,0,8,2
8861,2,104,2,1,2,1,2,2,2,1,1,0,1,2
8862,18,58,3,7,2,1,2,2,2,1,5,0,7,0
8863,1,104,2,1,2,2,2,2,2,1,1,0,12,3
8864,4,58,2,1,2,1,2,1,2,1,1,0,12,0
8865,4,104,1,1,2,2,2,1,2,2,1,0,12,2
8866,2,104,2,2,2,2,2,2,2,1,1,0,12,2
8867,12,57,2,1,2,2,3,3,2,1,2,0,3,2
8868,2,104,2,2,2,2,1,1,2,1,1,0,12,2
8869,2,58,3,5,2,1,2,2,2,1,5,0,12,4
8870,3,104,2,3,2,2,3,3,2,1,1,0,0,3
8871,5,157,2,2,2,3,1,1,2,1,2,0,12,2
8872,2,104,2,2,2,1,1,1,2,1,1,0,12,4
8873,2,58,1,6,2,1,2,1,2,1,1,0,12,2
8874,4,104,2,2,1,1,1,1,3,1,1,0,3,4
8875,5,58,2,6,1,1,3,1,1,1,6,0,12,1
8876,2,104,2,1,2,1,2,1,2,1,1,100,12,4
8877,2,104,2,1,2,2,2,2,2,1,3,0,12,4
8878,2,104,1,1,2,1,2,2,2,1,1,0,12,2
8879,8,128,2,1,3,3,1,1,2,1,1,1000,12,1
8880,1,104,2,1,1,1,2,2,2,1,1,0,12,2
8881,9,58,1,3,2,1,1,3,2,1,3,0,12,2
8882,60,132,1,6,2,1,2,1,2,1,1,0,3,1
8883,60,141,1,2,2,2,1,1,2,2,1,0,12,1
8884,4,58,3,1,1,3,3,3,3,1,3,50,12,2
8885,1,104,1,1,2,1,2,2,2,1,2,0,3,4
8886,2,104,2,1,1,2,1,1,2,1,2,0,3,2
8887,8,58,2,1,2,1,2,2,1,1,1,0,12,4
8888,8,104,1,1,2,2,1,1,1,1,1,0,12,4
8889,24,104,2,2,2,1,1,1,1,1,1,300,12,4
8890,3,104,1,2,2,2,2,1,2,1,1,0,12,2
8891,3,104,1,2,2,2,2,3,3,1,1,100,6,4
8892,30,152,2,3,2,2,1,1,1,1,1,0,3,4
8893,5,56,1,3,2,3,2,1,2,1,1,40,12,2
8894,1,104,2,2,2,1,1,1,2,1,5,0,3,2
8895,2,104,2,1,2,2,1,1,1,1,2,0,12,1
8896,2,57,3,1,2,2,2,1,2,1,3,0,12,2
8897,48,129,2,6,2,1,1,1,1,1,1,0,12,1
8898,9,76,2,2,3,2,1,1,1,1,1,0,3,2
